id,status_group
7453,functional
14709,functional needs repair
45608,non functional
66170,functional
7066,functional needs repair
49528,non functional
36390,non functional
71159,non functional
20907,non functional
60947,functional
28109,functional needs repair
8222,non functional
63419,non functional
39541,non functional
66799,non functional
42453,non functional
44948,functional
16134,functional
7150,functional
46674,functional
19347,functional
73368,functional
62965,functional
51437,non functional
7712,functional
27678,functional needs repair
19658,functional
8612,functional needs repair
43393,non functional
63767,non functional
60743,functional
38868,functional
45892,non functional
7693,functional
44321,functional
15346,non functional
3798,functional
30873,functional
53741,functional
61491,functional
4689,functional
54616,non functional
43137,functional needs repair
39951,functional
6774,functional
53301,functional needs repair
44379,non functional
19784,functional
11880,non functional
10311,functional
71114,functional needs repair
48596,functional
12571,non functional
23249,functional needs repair
15606,functional
22941,non functional
63544,non functional
65483,non functional
24859,functional
50004,functional
26180,non functional
25677,functional
7806,functional
42941,functional
46795,non functional
21682,non functional
53244,functional
46016,functional
56537,non functional
57183,functional
71758,functional
57645,functional needs repair
21981,non functional
30118,functional needs repair
34419,non functional
646,functional needs repair
40521,non functional
31158,non functional
41396,functional
72673,non functional
47571,non functional
819,functional
10881,functional
3810,functional
7012,non functional
25928,functional
57357,functional
68059,functional needs repair
52523,non functional
20022,non functional
35242,functional needs repair
5772,functional needs repair
68411,functional
22773,functional
30840,functional
34085,non functional
11864,non functional
11913,non functional
11340,functional
22905,non functional
74212,non functional
3420,functional
49412,functional
54054,non functional
34444,functional
39470,functional needs repair
23901,functional
66573,non functional
57779,non functional
40835,non functional
50316,functional
37342,functional
5566,functional
60737,functional
57943,non functional
66476,functional
59939,non functional
72408,non functional
11873,functional
48702,functional needs repair
7015,functional
12932,functional needs repair
28055,functional
36746,functional
70432,non functional
32209,functional
65582,non functional
32082,functional
62792,functional needs repair
45653,non functional
2961,functional
865,functional
73028,non functional
62864,non functional
66136,non functional
48998,functional
48514,non functional
15090,non functional
62509,non functional
17001,functional
16442,functional
32264,functional
25727,functional
19946,functional
2067,non functional
7533,non functional
65221,functional
54802,non functional
71245,functional
56479,functional needs repair
25532,functional needs repair
52859,non functional
26502,non functional
15117,functional
62162,functional needs repair
24291,functional
51849,non functional
36701,functional needs repair
20985,functional needs repair
19748,functional
37505,non functional
11439,non functional
14217,functional
36525,functional
63725,non functional
37482,functional needs repair
21715,functional
72903,non functional
38794,functional needs repair
30054,non functional
65097,functional needs repair
41517,functional
14239,functional needs repair
48270,non functional
67159,functional
29086,functional
26104,functional
11498,non functional
44768,functional
19116,functional
15023,non functional
40676,functional
8210,non functional
33076,non functional
56754,functional
30889,non functional
46522,functional
11557,functional
27438,functional
4104,functional needs repair
65080,functional
69215,functional
36505,functional
9490,non functional
20545,non functional
26335,functional
20696,functional needs repair
38555,functional
62469,functional
52442,functional needs repair
39356,functional needs repair
57625,functional
51228,functional needs repair
22062,functional
